Name,Rank,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,NA_Sales_log,EU_Sales_log,JP_Sales_log,Other_Sales_log,Global_Sales_log,Is_Japan_Hit
Downtown Nekketsu Koushinkyoku: Soreyuke Daiundoukai All-Star Special,15563,PS3,2015,Action,Arc System Works,0.0,0.0,0.02,0.0,0.02,0.0,0.0,0.019802627296179712,0.0,0.019802627296179712,0
Command & Conquer 3: Kane's Wrath,15604,PC,2008,Strategy,Electronic Arts,0.0,0.01,0.0,0.0,0.02,0.0,0.009950330853168083,0.0,0.0,0.019802627296179712,0
Eyeshield 21: Portable Edition,15683,PSP,2006,Role-Playing,Konami Digital Entertainment,0.0,0.0,0.02,0.0,0.02,0.0,0.0,0.019802627296179712,0.0,0.019802627296179712,0
Arslan: The Warriors of Legend,15723,XOne,2016,Action,Tecmo Koei,0.01,0.0,0.0,0.0,0.02,0.009950330853168083,0.0,0.0,0.0,0.019802627296179712,0
One Piece: Daikaizoku Coliseum,16001,3DS,2016,Fighting,Namco Bandai Games,0.0,0.0,0.01,0.0,0.01,0.0,0.0,0.009950330853168083,0.0,0.009950330853168083,0
Himawari: Pebble in the Sky Portable,16030,PSP,2010,Adventure,Kadokawa Shoten,0.0,0.0,0.01,0.0,0.01,0.0,0.0,0.009950330853168083,0.0,0.009950330853168083,0
Mahjong Taikai IV,16246,PS3,2006,Misc,Tecmo Koei,0.0,0.0,0.01,0.0,0.01,0.0,0.0,0.009950330853168083,0.0,0.009950330853168083,0
Sakura-Sou no Pet na Kanojo,16391,PSV,2013,Adventure,Kadokawa Games,0.0,0.0,0.01,0.0,0.01,0.0,0.0,0.009950330853168083,0.0,0.009950330853168083,0
Mario Kart 64,64,N64,1996,Racing,Nintendo,5.55,1.94,2.23,0.15,9.87,1.8794650496471605,1.0784095813505903,1.172482137234565,0.13976194237515868,2.386006701133118,1
Super Mario Sunshine,136,GC,2002,Platform,Nintendo,4.01,1.26,0.87,0.17,6.31,1.6114359150967734,0.8153648132841945,0.6259384308664953,0.15700374880966475,1.9892432737616872,0
Need for Speed: Most Wanted,253,PS2,2005,Racing,Electronic Arts,2.03,1.79,0.08,0.47,4.37,1.1085626195212777,1.0260415958332743,0.07696104113612832,0.3852624007906449,1.6808279085207734,0
Syphon Filter,503,PS,1999,Shooter,Sony Computer Entertainment,2.03,0.72,0.02,0.11,2.88,1.1085626195212777,0.5423242908253616,0.019802627296179712,0.10436001532424277,1.355835153635182,0
E.T.: The Extra Terrestrial,866,2600,1981,Action,Atari,1.84,0.11,0.0,0.02,1.97,1.0438040521731147,0.10436001532424277,0.0,0.019802627296179712,1.0885619528146082,0
NCAA Football 2003,1346,PS2,2002,Sports,Electronic Arts,1.16,0.08,0.0,0.19,1.44,0.7701082216960736,0.07696104113612832,0.0,0.173953307123438,0.8919980393051105,0
Teenage Mutant Ninja Turtles III: The Manhattan Project,1396,NES,1991,Action,Konami Digital Entertainment,1.05,0.17,0.15,0.02,1.39,0.7178397931503169,0.15700374880966475,0.13976194237515868,0.019802627296179712,0.8712933659434192,0
Fight Night Champion,1778,PS3,2011,Fighting,Electronic Arts,0.45,0.51,0.0,0.19,1.15,0.37156355643248307,0.412109650826833,0.0,0.173953307123438,0.7654678421395714,0
Pong: The Next Level,2042,PS,1998,Puzzle,Hasbro Interactive,0.56,0.38,0.0,0.07,1.01,0.44468582126144574,0.32208349916911333,0.0,0.06765864847381481,0.6981347220709844,0
Kingdom Hearts Re:coded,2117,DS,2010,Role-Playing,Square Enix,0.56,0.1,0.27,0.05,0.98,0.44468582126144574,0.09531017980432487,0.23901690047049992,0.04879016416943201,0.6830968447064438,0
NBA 2K10,2134,X360,2009,Sports,Take-Two Interactive,0.88,0.02,0.0,0.08,0.97,0.6312717768418579,0.019802627296179712,0.0,0.07696104113612832,0.6780335427498971,0
LEGO The Lord of the Rings,2143,Wii,2012,Action,Warner Bros. Interactive Entertainment,0.52,0.37,0.0,0.08,0.97,0.41871033485818504,0.31481073984003355,0.0,0.07696104113612832,0.6780335427498971,0
Nickelodeon Fit,2222,Wii,2010,Sports,Take-Two Interactive,0.78,0.09,0.0,0.06,0.93,0.5766133643039938,0.08617769624105233,0.0,0.058268908123975775,0.6575200029167942,0
Injustice: Gods Among Us,2395,PS4,2013,Fighting,Warner Bros. Interactive Entertainment,0.46,0.29,0.0,0.12,0.87,0.3784364357202451,0.2546422183735807,0.0,0.11332868530700317,0.6259384308664953,0
Pro Evolution Soccer 2010,2575,PSP,2009,Sports,Konami Digital Entertainment,0.09,0.33,0.2,0.18,0.8,0.08617769624105233,0.2851789422336624,0.18232155679395462,0.16551443847757338,0.5877866649021191,0
God of War Saga,2642,PS3,2012,Action,Sony Computer Entertainment,0.72,0.0,0.0,0.06,0.78,0.5423242908253616,0.0,0.0,0.058268908123975775,0.5766133643039938,0
The Lord of the Rings: The Two Towers,2782,GBA,2002,Action,Electronic Arts,0.53,0.2,0.0,0.01,0.74,0.4252677354043441,0.18232155679395462,0.0,0.009950330853168083,0.5538851132264376,0
Harry Potter and the Chamber of Secrets,2964,GC,2002,Action,Electronic Arts,0.53,0.14,0.0,0.02,0.69,0.4252677354043441,0.1310282624064041,0.0,0.019802627296179712,0.5247285289349821,0
Need for Speed: Shift 2 Unleashed,2965,PS3,2011,Racing,Electronic Arts,0.2,0.36,0.0,0.13,0.69,0.18232155679395462,0.3074846997479606,0.0,0.12221763272424921,0.5247285289349821,0
Radiata Stories,3102,PS2,2005,Role-Playing,Square Enix,0.18,0.14,0.29,0.05,0.65,0.16551443847757338,0.1310282624064041,0.2546422183735807,0.04879016416943201,0.5007752879124893,0
X-Man,3217,2600,1982,Action,Universal Gamex,0.58,0.04,0.0,0.01,0.63,0.4574248470388754,0.039220713153281295,0.0,0.009950330853168083,0.48858001481867097,0
Phoenix Wright: Ace Attorney - Justice for All,3486,DS,2006,Adventure,Capcom,0.24,0.05,0.26,0.03,0.58,0.2151113796169455,0.04879016416943201,0.23111172096338664,0.0295588022415444,0.4574248470388754,0
Tatsunoko vs. Capcom: Ultimate All-Stars,3654,Wii,2010,Fighting,Capcom,0.32,0.16,0.03,0.05,0.55,0.2776317365982795,0.14842000511827327,0.0295588022415444,0.04879016416943201,0.4382549309311553,0
LEGO The Hobbit,3689,PS3,2014,Action,Warner Bros. Interactive Entertainment,0.12,0.32,0.0,0.1,0.54,0.11332868530700317,0.2776317365982795,0.0,0.09531017980432487,0.43178241642553783,0
Jampack Volume 11,3764,PS2,2004,Misc,Sony Computer Entertainment,0.26,0.2,0.0,0.07,0.53,0.23111172096338664,0.18232155679395462,0.0,0.06765864847381481,0.4252677354043441,0
Bravely Second: End Layer,4152,3DS,2015,Role-Playing,Nintendo,0.16,0.11,0.18,0.03,0.47,0.14842000511827327,0.10436001532424277,0.16551443847757338,0.0295588022415444,0.3852624007906449,0
WWE SmackDown vs. Raw 2011,4171,Wii,2010,Fighting,THQ,0.3,0.13,0.0,0.04,0.47,0.26236426446749106,0.12221763272424921,0.0,0.039220713153281295,0.3852624007906449,0
Disney Infinity 3.0,4419,X360,2015,Action,Disney Interactive Studios,0.19,0.21,0.0,0.04,0.44,0.173953307123438,0.1906203596086497,0.0,0.039220713153281295,0.36464311358790924,0
Ice Age: Dawn of the Dinosaurs,4973,DS,2009,Action,Activision,0.2,0.15,0.0,0.04,0.39,0.18232155679395462,0.13976194237515868,0.0,0.039220713153281295,0.3293037471426004,0
Trivial Pursuit,5095,X360,2009,Misc,Electronic Arts,0.12,0.21,0.0,0.04,0.37,0.11332868530700317,0.1906203596086497,0.0,0.039220713153281295,0.31481073984003355,0
NFL Street 2 Unleashed,5143,PSP,2005,Sports,Electronic Arts,0.34,0.0,0.0,0.03,0.37,0.29266961396282,0.0,0.0,0.0295588022415444,0.31481073984003355,0
South Park Rally,5253,PS,1998,Racing,Acclaim Entertainment,0.2,0.13,0.0,0.02,0.36,0.18232155679395462,0.12221763272424921,0.0,0.019802627296179712,0.3074846997479606,0
Kinetica,5599,PS2,2001,Racing,Sony Computer Entertainment,0.16,0.12,0.0,0.04,0.32,0.14842000511827327,0.11332868530700317,0.0,0.039220713153281295,0.2776317365982795,0
Hot Wheels Turbo Racing,5757,N64,1999,Racing,Electronic Arts,0.25,0.06,0.0,0.0,0.31,0.22314355131420976,0.058268908123975775,0.0,0.0,0.27002713721306015,0
South Park: Chef's Luv Shack,5798,PS,1998,Misc,Acclaim Entertainment,0.17,0.12,0.0,0.02,0.31,0.15700374880966475,0.11332868530700317,0.0,0.019802627296179712,0.27002713721306015,0
Wappy Dog,6085,DS,2011,Simulation,Activision,0.27,0.0,0.0,0.02,0.29,0.23901690047049992,0.0,0.0,0.019802627296179712,0.2546422183735807,0
AC/DC LIVE: Rock Band Track Pack,6239,Wii,2008,Misc,MTV Games,0.25,0.0,0.0,0.02,0.28,0.22314355131420976,0.0,0.0,0.019802627296179712,0.2468600779315258,0
Gunship,6302,PS,1996,Simulation,Microprose,0.15,0.1,0.0,0.02,0.27,0.13976194237515868,0.09531017980432487,0.0,0.019802627296179712,0.23901690047049992,0
Tiger Woods PGA Tour 07,6315,PSP,2006,Sports,Electronic Arts,0.2,0.04,0.0,0.04,0.27,0.18232155679395462,0.039220713153281295,0.0,0.039220713153281295,0.23901690047049992,0
The Penguins of Madagascar,6360,DS,2010,Action,THQ,0.13,0.12,0.0,0.02,0.27,0.12221763272424921,0.11332868530700317,0.0,0.019802627296179712,0.23901690047049992,0
Spider-Man: Edge of Time,6673,X360,2011,Action,Activision,0.18,0.05,0.0,0.02,0.25,0.16551443847757338,0.04879016416943201,0.0,0.019802627296179712,0.22314355131420976,0
Arcade Shooting Gallery,7739,Wii,2008,Shooter,Zoo Games,0.18,0.0,0.0,0.01,0.19,0.16551443847757338,0.0,0.0,0.009950330853168083,0.173953307123438,0
Doom (2016),8140,PC,2016,Shooter,Bethesda Softworks,0.06,0.1,0.0,0.01,0.18,0.058268908123975775,0.09531017980432487,0.0,0.009950330853168083,0.16551443847757338,0
Scripps Spelling Bee,8608,DS,2010,Simulation,THQ,0.15,0.0,0.0,0.01,0.16,0.13976194237515868,0.0,0.0,0.009950330853168083,0.14842000511827327,0
Ultimate Spider-Man,8707,DS,2005,Action,Activision,0.14,0.0,0.0,0.01,0.16,0.1310282624064041,0.0,0.0,0.009950330853168083,0.14842000511827327,0
Risen 2: Dark Waters,8956,X360,2012,Role-Playing,Deep Silver,0.05,0.08,0.0,0.01,0.15,0.04879016416943201,0.07696104113612832,0.0,0.009950330853168083,0.13976194237515868,0
Shin Megami Tensei: Devil Summoner 2 - Raidou Kuzunoha vs. King Abaddon,9387,PS2,2008,Role-Playing,Atlus,0.07,0.05,0.0,0.02,0.13,0.06765864847381481,0.04879016416943201,0.0,0.019802627296179712,0.12221763272424921,0
Tales of the Heroes: Twin Brave,9416,PSP,2012,Role-Playing,Namco Bandai Games,0.0,0.0,0.13,0.0,0.13,0.0,0.0,0.12221763272424921,0.0,0.12221763272424921,0
Psychonauts,9883,XB,2005,Platform,THQ,0.09,0.03,0.0,0.0,0.12,0.08617769624105233,0.0295588022415444,0.0,0.0,0.11332868530700317,0
A Witch's Tale,10002,DS,2009,Role-Playing,Nippon Ichi Software,0.08,0.0,0.03,0.01,0.11,0.07696104113612832,0.0,0.0295588022415444,0.009950330853168083,0.10436001532424277,0
The Adventures of Jimmy Neutron Boy Genius: Jet Fusion,10194,GC,2003,Action,THQ,0.09,0.02,0.0,0.0,0.11,0.08617769624105233,0.019802627296179712,0.0,0.0,0.10436001532424277,0
Famicom Mini: Famicom Tantei Club - Kieta Koukeisha Zenkouhen,10250,GBA,2004,Adventure,Nintendo,0.0,0.0,0.11,0.0,0.11,0.0,0.0,0.10436001532424277,0.0,0.10436001532424277,0
Total Overdose: A Gunslinger's Tale in Mexico,10974,PS2,2005,Shooter,Eidos Interactive,0.04,0.04,0.0,0.01,0.09,0.039220713153281295,0.039220713153281295,0.0,0.009950330853168083,0.08617769624105233,0
Harvey Birdman: Attorney at Law,11155,Wii,2008,Adventure,Capcom,0.08,0.0,0.0,0.01,0.09,0.07696104113612832,0.0,0.0,0.009950330853168083,0.08617769624105233,0
Warriors Orochi 3 Hyper,11313,WiiU,2012,Action,Tecmo Koei,0.04,0.02,0.02,0.01,0.08,0.039220713153281295,0.019802627296179712,0.019802627296179712,0.009950330853168083,0.07696104113612832,0
Far Cry Vengeance,11443,Wii,2006,Shooter,Ubisoft,0.06,0.01,0.0,0.01,0.08,0.058268908123975775,0.009950330853168083,0.0,0.009950330853168083,0.07696104113612832,0
Yamakawa Shuppansha Kanshuu: Shousetsu Sekaishi B,11453,DS,2007,Misc,Namco Bandai Games,0.0,0.0,0.08,0.0,0.08,0.0,0.0,0.07696104113612832,0.0,0.07696104113612832,0
The Hustle: Detroit Streets,11709,PSP,2005,Sports,Deep Silver,0.07,0.0,0.0,0.01,0.08,0.06765864847381481,0.0,0.0,0.009950330853168083,0.07696104113612832,0
Futurama,11758,PS2,2003,Platform,SCi,0.04,0.03,0.0,0.01,0.07,0.039220713153281295,0.0295588022415444,0.0,0.009950330853168083,0.06765864847381481,0
IA/VT Colorful,12026,PSV,2015,Misc,Marvelous Entertainment,0.0,0.0,0.07,0.0,0.07,0.0,0.0,0.06765864847381481,0.0,0.06765864847381481,0
Fatal Fury: Battle Archives Volume 2,12145,PS2,2007,Fighting,SNK Playmore,0.03,0.03,0.0,0.01,0.07,0.0295588022415444,0.0295588022415444,0.0,0.009950330853168083,0.06765864847381481,0
"Warhammer 40,000: Squad Command",12238,DS,2007,Strategy,THQ,0.05,0.01,0.0,0.01,0.07,0.04879016416943201,0.009950330853168083,0.0,0.009950330853168083,0.06765864847381481,0
Land of the Dead: Road to Fiddler's Green,12355,XB,2005,Shooter,Groove Games,0.05,0.01,0.0,0.0,0.06,0.04879016416943201,0.009950330853168083,0.0,0.0,0.058268908123975775,0
Alone in the Dark,12419,PS2,2008,Adventure,Atari,0.03,0.02,0.0,0.01,0.06,0.0295588022415444,0.019802627296179712,0.0,0.009950330853168083,0.058268908123975775,0
Friends: The One with All the Trivia,12790,PS2,2005,Misc,Warner Bros. Interactive Entertainment,0.03,0.02,0.0,0.01,0.06,0.0295588022415444,0.019802627296179712,0.0,0.009950330853168083,0.058268908123975775,0
Animal Planet: Vet Collection,12910,DS,2010,Simulation,Activision,0.05,0.0,0.0,0.0,0.05,0.04879016416943201,0.0,0.0,0.0,0.04879016416943201,0
Steins;Gate 0,13125,PS4,2015,Adventure,PQube,0.0,0.0,0.05,0.0,0.05,0.0,0.0,0.04879016416943201,0.0,0.04879016416943201,0
Power Spike Pro Beach Volleyball,13203,PS,2000,Sports,Infogrames,0.03,0.02,0.0,0.0,0.05,0.0295588022415444,0.019802627296179712,0.0,0.0,0.04879016416943201,0
Galaxy Racers,13345,DS,2010,Racing,Ubisoft,0.04,0.0,0.0,0.0,0.05,0.039220713153281295,0.0,0.0,0.0,0.04879016416943201,0
Watashi no Relaxuma,13656,DS,2007,Simulation,Rocket Company,0.0,0.0,0.04,0.0,0.04,0.0,0.0,0.039220713153281295,0.0,0.039220713153281295,0
Imperial Glory,13679,PC,2005,Strategy,Eidos Interactive,0.0,0.04,0.0,0.0,0.04,0.0,0.039220713153281295,0.0,0.0,0.039220713153281295,0
Harukanaru Toki no Naka de: Maihitoyo,14087,PS2,2006,Adventure,Tecmo Koei,0.0,0.0,0.04,0.0,0.04,0.0,0.0,0.039220713153281295,0.0,0.039220713153281295,0
Star Wars Jedi Knight: Jedi Academy,14091,PC,2003,Shooter,Activision,0.0,0.03,0.0,0.01,0.04,0.0,0.0295588022415444,0.0,0.009950330853168083,0.039220713153281295,0
Street Jam Basketball,14539,GBA,2004,Sports,Zoo Digital Publishing,0.02,0.01,0.0,0.0,0.03,0.019802627296179712,0.009950330853168083,0.0,0.0,0.0295588022415444,0
Real World Golf,14567,XB,2006,Sports,Mad Catz,0.02,0.01,0.0,0.0,0.03,0.019802627296179712,0.009950330853168083,0.0,0.0,0.0295588022415444,0
NatGeo Challenge! Wild Life,14583,X360,2010,Misc,Black Bean Games,0.0,0.02,0.0,0.0,0.03,0.0,0.019802627296179712,0.0,0.0,0.0295588022415444,0
LEGO Pirates of the Caribbean: The Video Game,14887,PC,2011,Action,Disney Interactive Studios,0.02,0.0,0.0,0.0,0.03,0.019802627296179712,0.0,0.0,0.0,0.0295588022415444,0
Viva Pinata,14965,PC,2007,Simulation,Microsoft Game Studios,0.0,0.02,0.0,0.0,0.02,0.0,0.019802627296179712,0.0,0.0,0.019802627296179712,0
Strike Witches 2: Iyasu Naosu Punipunisuru,14973,DS,2010,Action,Kadokawa Shoten,0.0,0.0,0.02,0.0,0.02,0.0,0.0,0.019802627296179712,0.0,0.019802627296179712,0
Sacred Gold,15237,PC,2005,Role-Playing,Encore,0.0,0.02,0.0,0.0,0.02,0.0,0.019802627296179712,0.0,0.0,0.019802627296179712,0
F1 2002,15365,GBA,2002,Racing,"Destination Software, Inc",0.01,0.01,0.0,0.0,0.02,0.009950330853168083,0.009950330853168083,0.0,0.0,0.019802627296179712,0
Ore wa Shoujo Mangaka,15825,PSP,2012,Action,Giza10,0.0,0.0,0.02,0.0,0.02,0.0,0.0,0.019802627296179712,0.0,0.019802627296179712,0
Rengoku II: The Stairway to H.E.A.V.E.N. (jp sales),16026,PSP,2006,Action,Konami Digital Entertainment,0.0,0.0,0.01,0.0,0.01,0.0,0.0,0.009950330853168083,0.0,0.009950330853168083,0
Time Leap,16415,X360,2009,Adventure,Prototype,0.0,0.0,0.01,0.0,0.01,0.0,0.0,0.009950330853168083,0.0,0.009950330853168083,0
Satomi Hakkenden: Hachi Tamanoki,16503,PSP,2014,Adventure,Quinrose,0.0,0.0,0.01,0.0,0.01,0.0,0.0,0.009950330853168083,0.0,0.009950330853168083,0
Guitar Hero III: Legends of Rock,238,X360,2007,Misc,Activision,3.19,0.92,0.01,0.42,4.53,1.4327007339340463,0.6523251860396903,0.009950330853168083,0.35065687161316933,1.7101878155342436,0
Oddworld: Abe's Oddysee,1606,PS,1997,Platform,GT Interactive,0.75,0.44,0.0,0.06,1.24,0.5596157879354227,0.36464311358790924,0.0,0.058268908123975775,0.8064758658669485,0
Mario vs. Donkey Kong 2: March of the Minis,1683,DS,2006,Puzzle,Nintendo,0.74,0.03,0.36,0.07,1.2,0.5538851132264376,0.0295588022415444,0.3074846997479606,0.06765864847381481,0.7884573603642702,0
Shinobi,2168,PS2,2002,Platform,Sony Computer Entertainment,0.36,0.28,0.22,0.09,0.96,0.3074846997479606,0.2468600779315258,0.1988508587451652,0.08617769624105233,0.6729444732424258,0
Dragon Age II,2465,PS3,2011,Action,Electronic Arts,0.4,0.27,0.05,0.12,0.84,0.33647223662121295,0.23901690047049992,0.04879016416943201,0.11332868530700317,0.6097655716208943,0
Clu Clu Land,2515,NES,1984,Puzzle,Nintendo,0.42,0.1,0.28,0.02,0.82,0.35065687161316933,0.09531017980432487,0.2468600779315258,0.019802627296179712,0.598836501088704,0
Need for Speed: ProStreet,2651,PSP,2008,Racing,Electronic Arts,0.24,0.33,0.01,0.2,0.78,0.2151113796169455,0.2851789422336624,0.009950330853168083,0.18232155679395462,0.5766133643039938,0
Star Wars Episode II: Attack of the Clones,2677,GBA,2002,Action,THQ,0.55,0.2,0.0,0.01,0.77,0.4382549309311553,0.18232155679395462,0.0,0.009950330853168083,0.5709795465857378,0
The Sims 3,2692,3DS,2011,Simulation,Electronic Arts,0.3,0.37,0.03,0.07,0.76,0.26236426446749106,0.31481073984003355,0.0295588022415444,0.06765864847381481,0.5653138090500605,0
Lost Planet 2,2699,X360,2010,Shooter,Capcom,0.38,0.24,0.08,0.06,0.76,0.32208349916911333,0.2151113796169455,0.07696104113612832,0.058268908123975775,0.5653138090500605,0
Diablo III,3138,XOne,2014,Role-Playing,Activision,0.35,0.24,0.0,0.05,0.64,0.30010459245033805,0.2151113796169455,0.0,0.04879016416943201,0.49469624183610705,0
NBA 2K8,3345,PS2,2007,Sports,Take-Two Interactive,0.5,0.02,0.0,0.08,0.6,0.4054651081081644,0.019802627296179712,0.0,0.07696104113612832,0.4700036292457356,0
Major League Baseball 2K5,3613,XB,2005,Sports,Take-Two Interactive,0.52,0.02,0.0,0.02,0.56,0.41871033485818504,0.019802627296179712,0.0,0.019802627296179712,0.44468582126144574,0
Viking: Battle for Asgard,4379,X360,2008,Action,Sega,0.16,0.24,0.0,0.05,0.45,0.14842000511827327,0.2151113796169455,0.0,0.04879016416943201,0.37156355643248307,0
Brunswick Pro Bowling,4392,X360,2010,Sports,505 Games,0.38,0.04,0.0,0.03,0.45,0.32208349916911333,0.039220713153281295,0.0,0.0295588022415444,0.37156355643248307,0
Disney Sing It,4554,X360,2008,Misc,Disney Interactive Studios,0.39,0.01,0.0,0.03,0.43,0.3293037471426004,0.009950330853168083,0.0,0.0295588022415444,0.3576744442718159,0
Harry Potter and the Deathly Hallows - Part 1,4598,DS,2010,Action,Electronic Arts,0.2,0.19,0.0,0.04,0.42,0.18232155679395462,0.173953307123438,0.0,0.039220713153281295,0.35065687161316933,0
X-Men vs. Street Fighter,4668,PS,1997,Fighting,Capcom,0.16,0.11,0.12,0.03,0.42,0.14842000511827327,0.10436001532424277,0.11332868530700317,0.0295588022415444,0.35065687161316933,0
Panzer Dragoon,5118,SAT,1995,Shooter,Sega,0.0,0.0,0.37,0.0,0.37,0.0,0.0,0.31481073984003355,0.0,0.31481073984003355,0
Dynasty Warriors 5 Empires,5358,PS2,2006,Action,Tecmo Koei,0.11,0.09,0.12,0.03,0.34,0.10436001532424277,0.08617769624105233,0.11332868530700317,0.0295588022415444,0.29266961396282,0
Guitar Hero: Van Halen,5942,X360,2009,Misc,Activision,0.16,0.1,0.0,0.03,0.3,0.14842000511827327,0.09531017980432487,0.0,0.0295588022415444,0.26236426446749106,0
ExciteBots: Trick Racing,6259,Wii,2009,Racing,Nintendo,0.26,0.0,0.0,0.02,0.28,0.23111172096338664,0.0,0.0,0.019802627296179712,0.2468600779315258,0
Minute to Win It,6503,Wii,2010,Misc,Zoo Games,0.25,0.0,0.0,0.02,0.26,0.22314355131420976,0.0,0.0,0.019802627296179712,0.23111172096338664,0
Bomberman Generation,6622,GC,2002,Adventure,Vivendi Games,0.15,0.04,0.06,0.01,0.25,0.13976194237515868,0.039220713153281295,0.058268908123975775,0.009950330853168083,0.22314355131420976,0
Family Guy: Back to the Multiverse,6652,X360,2012,Action,Activision,0.14,0.09,0.0,0.02,0.25,0.1310282624064041,0.08617769624105233,0.0,0.019802627296179712,0.22314355131420976,0
The Legend of Legacy,6712,3DS,2015,Role-Playing,FuRyu,0.11,0.02,0.1,0.01,0.25,0.10436001532424277,0.019802627296179712,0.09531017980432487,0.009950330853168083,0.22314355131420976,0
Marvel vs. Capcom Origins,6809,PS2,2006,Fighting,Capcom,0.11,0.08,0.02,0.03,0.24,0.10436001532424277,0.07696104113612832,0.019802627296179712,0.0295588022415444,0.2151113796169455,0
Risen 2: Dark Waters,6920,PS3,2012,Role-Playing,Deep Silver,0.04,0.14,0.01,0.05,0.24,0.039220713153281295,0.1310282624064041,0.009950330853168083,0.04879016416943201,0.2151113796169455,0
Buffy the Vampire Slayer,6973,XB,2002,Action,Electronic Arts,0.18,0.05,0.0,0.01,0.23,0.16551443847757338,0.04879016416943201,0.0,0.009950330853168083,0.20701416938432615,0
Worms: Battle Islands,7014,Wii,2010,Strategy,THQ,0.11,0.1,0.0,0.02,0.23,0.10436001532424277,0.09531017980432487,0.0,0.019802627296179712,0.20701416938432615,0
The Idolm@ster SP: Wandering Star / Perfect Sun / Missing Moon,7076,PSP,2009,Adventure,Namco Bandai Games,0.0,0.0,0.23,0.0,0.23,0.0,0.0,0.20701416938432615,0.0,0.20701416938432615,0
All Star Karate,7120,Wii,2010,Action,THQ,0.14,0.07,0.0,0.02,0.23,0.1310282624064041,0.06765864847381481,0.0,0.019802627296179712,0.20701416938432615,0
Atelier Shallie: Alchemists of the Dusk Sea,7540,PS3,2014,Role-Playing,Tecmo Koei,0.06,0.05,0.08,0.02,0.2,0.058268908123975775,0.04879016416943201,0.07696104113612832,0.019802627296179712,0.18232155679395462,0
Namco Museum Vol.4,7657,PS,1996,Misc,Sony Computer Entertainment,0.02,0.01,0.16,0.01,0.2,0.019802627296179712,0.009950330853168083,0.14842000511827327,0.009950330853168083,0.18232155679395462,0
Jikkyou Powerful Pro Yakyuu 2011,7714,PSP,2011,Sports,Konami Digital Entertainment,0.0,0.0,0.2,0.0,0.2,0.0,0.0,0.18232155679395462,0.0,0.18232155679395462,0
Brunswick Circuit Pro Bowling,8153,PS,1998,Sports,THQ,0.1,0.07,0.0,0.01,0.18,0.09531017980432487,0.06765864847381481,0.0,0.009950330853168083,0.16551443847757338,0
Dragon Ball: Origins 2,8597,DS,2010,Action,Namco Bandai Games,0.05,0.02,0.08,0.01,0.16,0.04879016416943201,0.019802627296179712,0.07696104113612832,0.009950330853168083,0.14842000511827327,0
